"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명"
"3000000","CDFF4220002003000021","20030212","","01","영업/정상","13","영업중","","","","","070-8145-3128","","","서울특별시 종로구 신문로1가 226 흥국생명빌딩","서울특별시 종로구 새문안로 68 흥국생명빌딩 지하2층 (신문로1가)","03184","씨네큐브광화문 1관","20220715165158","U","2021-12-06 23:07:00.0","","197482.205329945","451938.30792481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFF4220002003000014","20030212","","01","영업/정상","13","영업중","","","","","02-742-4232","","","서울특별시 종로구 낙원동 284-6번지 ","서울특별시 종로구 삼일대로 428 4층 (낙원동)","03140","낭만극장","20181102154538","U","2018-11-12 04:00:00.0","","198852.959716775    ","452253.942584507    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002016000001","20160309","","01","영업/정상","13","영업중","","","","","02)730-5515","","","서울특별시 종로구 신문로2가 1-181번지 ","서울특별시 종로구 경희궁1가길 7 2층 (신문로2가 복합문화공간에무)","03176","에무 시네마 1관","20190501152508","U","2019-05-03 02:40:00.0","","197193.771272123    ","452199.428810287    ","영화상영관","","5","","","","3","2","","","","","","","","","","","","","","","","","","","","영화관","","20160309",""
"3000000","CDFF4220002018000001","20180713","","01","영업/정상","13","영업중","","","","","02-730-5604","","","서울특별시 종로구 신문로2가 1-181번지 복합문화공간 에무 3층 ","서울특별시 종로구 경희궁1가길 7 복합문화공간 에무 3층 (신문로2가)","03176","에무 시네마 2관","20180713104954","I","2018-08-31 23:59:59.0","","197193.771272123    ","452199.428810287    ","영화상영관","","","","","","3","2","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20180713",""
"3000000","CDFF4220002004000001","20040630","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 지하3층 ","서울특별시 종로구 대명길 28 (명륜2가지하3층)","","CGV 대학로 1관","20210423145030","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","9","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20040630",""
"3000000","CDFF4220002004000002","20040630","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 지하3층 ","서울특별시 종로구 대명길 28 (명륜2가지하3층)","","CGV 대학로 2관","20210423145254","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20040630",""
"3000000","CDFF4220002005000008","20050526","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 지하1층 ","서울특별시 종로구 대명길 28 (명륜2가지하1층)","","CGV 대학로 5관","20210423145211","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20050526",""
"3000000","CDFF4220002004000003","20040630","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 지하2층 ","서울특별시 종로구 대명길 28 (명륜2가지하2층)","","CGV 대학로 3관","20210423145404","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20040630",""
"3000000","CDFF4220002004000004","20040630","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 지하2층 ","서울특별시 종로구 대명길 28 (명륜2가지하2층)","","CGV 대학로 4관","20210423145427","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20040630",""
"3010000","CDFF4220002003000003","20030520","","01","영업/정상","13","영업중","","","","","2277-4151","","100300","서울특별시 중구 초동 41번지 ","","","스카라극장","20030520183350","I","2018-08-31 23:59:59.0","","","","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030520",""
"3000000","CDFF4220002004000006","20040630","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 3층 ","서울특별시 종로구 대명길 28 (명륜2가3층)","","CGV 대학로 7관","20210423145004","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20040630",""
"3000000","CDFF4220002004000007","20040630","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 4층 ","서울특별시 종로구 대명길 28 (명륜2가4층)","","CGV 대학로 8관","20210423144951","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20040630",""
"3000000","CDFF4220002004000008","20041112","","01","영업/정상","13","영업중","","","","","3674-7735","","","서울특별시 종로구 돈의동 137 지하2층 ","서울특별시 종로구 돈화문로5가길 1 (돈의동지하2층)","","CGV피카디리1958 1관","20210423145335","U","2021-04-25 02:40:00.0","","199155.542697952    ","452083.12305066     ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20041112",""
"3000000","CDFF4220002004000009","20041112","","01","영업/정상","13","영업중","","","","","3674-7735","","","서울특별시 종로구 돈의동 137 지하2층 ","서울특별시 종로구 돈화문로5가길 1 (돈의동지하2층)","","CGV피카디리1958 2관","20210423144937","U","2021-04-25 02:40:00.0","","199155.542697952    ","452083.12305066     ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20041112",""
"3000000","CDFF4220002006000001","20060925","","04","취소/말소/만료/정지/중지","35","직권말소","20220411","","","","3674-6000","","","서울특별시 종로구 묘동 56 단성사 지하2층","서울특별시 종로구 돈화문로 26 (묘동단성사 지하2층)","","아산엠인터내셔널 단성사 1관","20220411132754","U","2021-12-03 23:03:00.0","","199269.115470782","452076.225584316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFF4220002004000005","20041112","","01","영업/정상","13","영업중","","","","","3674-7735","","","서울특별시 종로구 명륜2가 41-9 대학로CGV 2층","서울특별시 종로구 대명길 28 대학로CGV 2층 (명륜2가)","03077","CGV 대학로 6관","20220614094011","U","2021-12-05 23:06:00.0","","199916.833506015","453462.420943009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFF4220002004000010","20041112","","01","영업/정상","13","영업중","","","","","3674-7735","","","서울특별시 종로구 돈의동 137 지하2층 ","서울특별시 종로구 돈화문로5가길 1 (돈의동지하2층)","","CGV피카디리1958 3관","20210423144925","U","2021-04-25 02:40:00.0","","199155.542697952    ","452083.12305066     ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20041112",""
"3000000","CDFF4220002004000012","20041112","","01","영업/정상","13","영업중","","","","","3674-7735","","","서울특별시 종로구 돈의동 137 지하4층 ","서울특별시 종로구 돈화문로5가길 1 (돈의동지하4층)","","CGV피카디리1958 4관","20210423144911","U","2021-04-25 02:40:00.0","","199155.542697952    ","452083.12305066     ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20041112",""
"3000000","CDFF4220002004000013","20041112","","01","영업/정상","13","영업중","","","","","3674-7735","","","서울특별시 종로구 돈의동 137 지하4층 ","서울특별시 종로구 돈화문로5가길 1 (돈의동지하4층)","","CGV피카디리1958 5관","20210423144856","U","2021-04-25 02:40:00.0","","199155.542697952    ","452083.12305066     ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20041112",""
"3000000","CDFF4220002003000029","19720220","","04","취소/말소/만료/정지/중지","35","직권말소","20220411","","","","2279-8338","","110833","서울특별시 종로구 예지동 222 4층","서울특별시 종로구 청계천로 187 (예지동4층)","","바다극장","20220411132840","U","2021-12-03 23:03:00.0","","199794.250869762","451891.4859896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFF4220002004000014","20041112","","01","영업/정상","13","영업중","","","","","3674-7735","","","서울특별시 종로구 돈의동 137 지하4층 ","서울특별시 종로구 돈화문로5가길 1 (돈의동지하4층)","","CGV피카디리1958 6관","20210423144829","U","2021-04-25 02:40:00.0","","199155.542697952    ","452083.12305066     ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20041112",""
"3000000","CDFF4220002012000001","20120525","","04","취소/말소/만료/정지/중지","35","직권말소","20171115","","","","737-2567","","","서울특별시 종로구 신문로2가 1-153번지 가든플레이스 2층 ","서울특별시 종로구 경희궁1길 1 2층 (신문로2가 가든플레이스)","03176","미로스페이스","20171115170733","I","2018-08-31 23:59:59.0","","197428.923002637    ","452041.177877529    ","영화상영관","","4","","","","3","1","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20120525",""
"3010000","CDFF4220002003000007","20030520","","03","폐업","03","폐업","20091021","","","","2268-0262","","100850","서울특별시 중구 을지로6가 17-2번지 거평프레야타운 10층 ","서울특별시 중구 장충단로13길 20  (을지로6가거평프레야타운 10층)","","엠엠씨","20110128093045","I","2018-08-31 23:59:59.0","","200613.510297669    ","451817.515366883    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030520",""
"3010000","CDFF4220002013000002","20130710","","03","폐업","03","폐업","20211231","","","","2274-2121","","","서울특별시 중구 초동 18-5 ","서울특별시 중구 마른내로 47 6층 (초동 명보극장)","04549","주식회사 명보아트홀(명보아트시네마)","20220225093935","U","2022-02-27 02:40:00.0","","199332.29889394     ","451378.467998728    ","영화상영관","","11","","","0","7","4","근린생활시설","1.4","0","0","0","","","","","","","","","","","","0","","","영화관","","20130710","상업지역"
"3010000","CDFF4220002007000001","20071218","","03","폐업","03","폐업","20170113","","","","2285-2102","","","서울특별시 중구 태평로1가 61-21번지 1층 ","서울특별시 중구 세종대로21길 40 1층 (태평로1가)","04519","스폰지하우스","20170115170503","I","2018-08-31 23:59:59.0","","197799.544196134    ","451775.169253151    ","영화상영관","영화상영관","9","","","0","6","3","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20071218","상업지역"
"3010000","CDFF4220002012000001","20120723","","03","폐업","03","폐업","20200916","","","","070-7465-3672","","","서울특별시 중구 황학동 2545 ","서울특별시 중구 청계천로 400 (황학동)","04572","롯데시네마 황학(제1관)","20200917091427","U","2020-09-19 02:40:00.0","","201823.908977364    ","452076.818664092    ","영화상영관","","33","","","0","33","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20120723","상업지역"
"3010000","CDFF4220002012000002","20120723","","03","폐업","03","폐업","20200916","","","","070-7465-3672","","","서울특별시 중구 황학동 2545 ","서울특별시 중구 청계천로 400 (황학동)","04572","롯데시네마 황학(제2관)","20200917091457","U","2020-09-19 02:40:00.0","","201823.908977364    ","452076.818664092    ","영화상영관","","33","","","0","33","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20120723","상업지역"
"3010000","CDFF4220002003000004","20030520","","03","폐업","03","폐업","20101117","","","","2004-8014","","","서울특별시 중구 정동 22번지 ","서울특별시 중구 정동길 3  (정동)","","시네마 정동 2관3관4관5관6관","20101117093255","I","2018-08-31 23:59:59.0","","197279.328436862    ","451765.426505347    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030520",""
"3010000","CDFF4220002003000005","20030520","","03","폐업","03","폐업","20100531","","","","776-9024","","100031","서울특별시 중구 저동1가 48번지 ","서울특별시 중구 삼일대로 341  (저동1가)","","중앙시네마","20100609160755","I","2018-08-31 23:59:59.0","","198786.599773       ","451426.811563       ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030520",""
"3010000","CDFF4220002005000007","20050823","","03","폐업","03","폐업","20180824","","","","3455-8341","","","서울특별시 중구 예장동 8-145번지 ","서울특별시 중구 소파로 126 (예장동)","","서울애니시네마","20180903140502","U","2018-09-03 23:59:59.0","","198861.63670413     ","450682.154999599    ","영화상영관","영화상영관","5","","","0","4","1","사무실","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050823","일반주거지역"
"3010000","CDFF4220002001000008","20011212","","01","영업/정상","13","영업중","","","","","3393-3500","","","서울특별시 중구 충무로4가 125-18 ","서울특별시 중구 퇴계로 212 (충무로4가)","04557","대한극장(6관)","20210423155217","U","2021-04-25 02:40:00.0","","199532.892103928    ","451004.636686214    ","영화상영관","","0","","","0","8","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20011212","상업지역"
"3010000","CDFF4220002001000009","20011212","","01","영업/정상","13","영업중","","","","","3393-3500","","","서울특별시 중구 충무로4가 125-18 ","서울특별시 중구 퇴계로 212 (충무로4가)","04557","대한극장(7관)","20210423155329","U","2021-04-25 02:40:00.0","","199532.892103928    ","451004.636686214    ","영화상영관","","0","","","0","8","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20011212","상업지역"
"3010000","CDFF4220002001000010","20011212","","01","영업/정상","13","영업중","","","","","3393-3500","","","서울특별시 중구 충무로4가 125-18 ","서울특별시 중구 퇴계로 212 (충무로4가)","04557","대한극장(8관)","20210423155343","U","2021-04-25 02:40:00.0","","199532.892103928    ","451004.636686214    ","영화상영관","","0","","","0","8","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20011212","상업지역"
"3010000","CDFF4220002003000006","20030520","","01","영업/정상","13","영업중","","","","","2274-2121","","100300","서울특별시 중구 초동 18-5번지 ","서울특별시 중구 마른내로 47  (초동)","","명보 <<125관>>","20050430111012","I","2018-08-31 23:59:59.0","","199332.29889394     ","451378.467998728    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030520",""
"3010000","CDFF4220002013000001","20130227","","01","영업/정상","13","영업중","","","","","070-4222-8869","","","서울특별시 중구 충정로1가 68번지 ","서울특별시 중구 새문안로 22 (충정로1가 문화일보)","04516","청춘극장","20150326110339","I","2018-08-31 23:59:59.0","","197164.226466038    ","451647.674131454    ","영화상영관","","17","","","0","11","6","근린생활시설","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20130227","상업지역"
"3010000","CDFF4220002017000001","20171219","","01","영업/정상","13","영업중","","","","","02-2136-3500","","","서울특별시 중구 을지로6가 17-2 현대시티타워 ","서울특별시 중구 장충단로13길 20 현대시티타워 10층 (을지로6가)","04563","CGV 동대문 제1관","20210416184129","U","2021-04-18 02:40:00.0","","200613.510297669    ","451817.515366883    ","영화상영관","","0","","","0","23","6","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171219",""
"3010000","CDFF4220002008000001","20080910","","01","영업/정상","13","영업중","","","","","2270-0602","","","서울특별시 중구 을지로6가 18-21 굿모닝시티 ","서울특별시 중구 장충단로 247 (을지로6가굿모닝시티)","","메가박스중앙(주) 동대문점 COMFORT 1관","20211213180733","U","2021-12-15 02:40:00.0","","200573.641273539    ","451621.036467544    ","영화상영관","영화상영관","23","","","0","16","7","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080910","상업지역"
"3010000","CDFF4220002008000002","20080910","","01","영업/정상","13","영업중","","","","","2270-0602","","","서울특별시 중구 을지로6가 18-21 굿모닝시티 ","서울특별시 중구 장충단로 247 (을지로6가굿모닝시티)","","메가박스중앙(주) 동대문점 2관","20211213180733","U","2021-12-15 02:40:00.0","","200573.641273539    ","451621.036467544    ","영화상영관","영화상영관","23","","","0","16","7","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080910","상업지역"
"3010000","CDFF4220002008000003","20080910","","01","영업/정상","13","영업중","","","","","2270-0602","","","서울특별시 중구 을지로6가 18-21 굿모닝시티 ","서울특별시 중구 장충단로 247 (을지로6가굿모닝시티)","","메가박스중앙(주) 동대문점 3관","20211213180733","U","2021-12-15 02:40:00.0","","200573.641273539    ","451621.036467544    ","영화상영관","영화상영관","23","","","0","16","7","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080910","상업지역"
"3010000","CDFF4220002008000004","20080910","","01","영업/정상","13","영업중","","","","","2270-0602","","","서울특별시 중구 을지로6가 18-21 굿모닝시티 ","서울특별시 중구 장충단로 247 (을지로6가굿모닝시티)","","메가박스중앙(주) 동대문점 4관","20211213180733","U","2021-12-15 02:40:00.0","","200573.641273539    ","451621.036467544    ","영화상영관","영화상영관","23","","","0","16","7","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080910","상업지역"
"3010000","CDFF4220002008000005","20080910","","01","영업/정상","13","영업중","","","","","2270-0602","","","서울특별시 중구 을지로6가 18-21 굿모닝시티 ","서울특별시 중구 장충단로 247 (을지로6가굿모닝시티)","","메가박스중앙(주) 동대문점 5관","20211213180733","U","2021-12-15 02:40:00.0","","200573.641273539    ","451621.036467544    ","영화상영관","영화상영관","23","","","0","16","7","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080910","상업지역"
"3060000","CDFF4220002020000005","20201005","","01","영업/정상","13","영업중","","","","","02-971-6602","","","서울특별시 중랑구 묵동 234-1 ","서울특별시 중랑구 동일로 951 (묵동)","02002","롯데시네마 중랑관 5관","20201005104039","I","2020-10-07 00:23:11.0","","206641.269177866    ","456981.085830359    ","영화상영관","","","","","","6","3","","","","","","","","","","","","","","","","","","","","영화관","","20201005",""
"3010000","CDFF4220002008000006","20080910","","01","영업/정상","13","영업중","","","","","2270-0602","","","서울특별시 중구 을지로6가 18-21 굿모닝시티 ","서울특별시 중구 장충단로 247 (을지로6가굿모닝시티)","","메가박스중앙(주) 동대문점 6관","20211213180733","U","2021-12-15 02:40:00.0","","200573.641273539    ","451621.036467544    ","영화상영관","영화상영관","23","","","0","16","7","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080910","상업지역"
"3010000","CDFF4220002008000007","20080910","","01","영업/정상","13","영업중","","","","","2270-0602","","","서울특별시 중구 을지로6가 18-21 굿모닝시티 ","서울특별시 중구 장충단로 247 (을지로6가굿모닝시티)","","메가박스중앙(주) 동대문점 7관","20211213180734","U","2021-12-15 02:40:00.0","","200573.641273539    ","451621.036467544    ","영화상영관","영화상영관","23","","","0","16","7","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080910","상업지역"
"3010000","CDFF4220002006000004","20060406","","01","영업/정상","13","영업중","","","","","","","100861","서울특별시 중구 충무로2가 65-9번지 ","서울특별시 중구 퇴계로 123  (충무로2가)","","인사이드시네마","20060406132854","I","2018-08-31 23:59:59.0","","198636.2503948      ","451005.721641592    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20060406",""
"3010000","CDFF4220002006000006","20060406","","01","영업/정상","13","영업중","","","","","2079-0301","","","서울특별시 중구 충무로2가 65-9 ","서울특별시 중구 퇴계로 123 (충무로2가)","","CGV명동역 씨네라이브러리 ART 1관","20210416201936","U","2021-04-18 02:40:00.0","","198636.2503948      ","451005.721641592    ","영화상영관","영화상영관","17","","","0","11","6","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20060406","상업지역"
"3010000","CDFF4220002006000007","20060714","","01","영업/정상","13","영업중","","","","","3393-3500","","","서울특별시 중구 필동2가 19-1 ","서울특별시 중구 퇴계로 212 (필동2가)","04625","대한극장(4관)","20210423155145","U","2021-04-25 02:40:00.0","","199519.649768304    ","450977.250545081    ","영화상영관","영화상영관","9","","","0","8","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20060714","상업지역"
"3010000","CDFF4220002008000008","20080910","","01","영업/정상","13","영업중","","","","","2270-0602","","","서울특별시 중구 을지로6가 18-21 굿모닝시티 ","서울특별시 중구 장충단로 247 (을지로6가굿모닝시티)","","메가박스중앙(주) 동대문점 8관","20211213180734","U","2021-12-15 02:40:00.0","","200573.641273539    ","451621.036467544    ","영화상영관","영화상영관","23","","","0","16","7","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080910","상업지역"
"3010000","CDFF4220002009000001","20090211","","01","영업/정상","13","영업중","","","","","02-2285-0818","","","서울특별시 중구 봉래동2가 122번지 서울역 ","서울특별시 중구 청파로 426 (봉래동2가서울역)","","KTX시네마","20150206131538","I","2018-08-31 23:59:59.0","","197243.215346366    ","450655.104239931    ","영화상영관","영화상영관","1","","","0","1","0","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20090211","상업지역"
"3010000","CDFF4220002022000001","20220323","","01","영업/정상","13","영업중","","","","","02-741-9782","","","서울특별시 중구 정동 22 경향신문사","서울특별시 중구 정동길 3 경향신문사 2층 (정동)","04518","서울아트시네마","20220421163853","U","2021-12-03 22:03:00.0","","197279.328436862","451765.426505347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFF4220002017000004","20171219","","01","영업/정상","13","영업중","","","","","02-2136-3500","","","서울특별시 중구 을지로6가 17-2 현대시티타워 ","서울특별시 중구 장충단로13길 20 현대시티타워 10층 (을지로6가)","04563","CGV 동대문 제4관","20210416191555","U","2021-04-18 02:40:00.0","","200613.510297669    ","451817.515366883    ","영화상영관","","0","","","0","23","6","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171219",""
"3010000","CDFF4220002017000005","20171219","","01","영업/정상","13","영업중","","","","","02-2136-3500","","","서울특별시 중구 을지로6가 17-2 현대시티타워 ","서울특별시 중구 장충단로13길 20 현대시티타워 10층 (을지로6가)","04563","CGV 동대문 제5관","20210416191612","U","2021-04-18 02:40:00.0","","200613.510297669    ","451817.515366883    ","영화상영관","","0","","","0","23","6","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171219",""
"3010000","CDFF4220002017000006","20171219","","01","영업/정상","13","영업중","","","","","02-2136-3500","","","서울특별시 중구 을지로6가 17-2 현대시티타워 ","서울특별시 중구 장충단로13길 20 현대시티타워 10층 (을지로6가)","04563","CGV 동대문 제6관","20210416191628","U","2021-04-18 02:40:00.0","","200613.510297669    ","451817.515366883    ","영화상영관","","0","","","0","23","6","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171219",""
"3010000","CDFF4220002017000002","20171219","","01","영업/정상","13","영업중","","","","","02-2136-3500","","","서울특별시 중구 을지로6가 17-2 현대시티타워 ","서울특별시 중구 장충단로13길 20 현대시티타워 10층 (을지로6가)","04563","CGV 동대문 제2관","20210416191455","U","2021-04-18 02:40:00.0","","200613.510297669    ","451817.515366883    ","영화상영관","","0","","","0","23","6","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171219",""
"3010000","CDFF4220002017000003","20171219","","01","영업/정상","13","영업중","","","","","02-2136-3500","","","서울특별시 중구 을지로6가 17-2 현대시티타워 ","서울특별시 중구 장충단로13길 20 현대시티타워 10층 (을지로6가)","04563","CGV 동대문 제3관","20210416191526","U","2021-04-18 02:40:00.0","","200613.510297669    ","451817.515366883    ","영화상영관","","0","","","0","23","6","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20171219",""
"3010000","CDFF4220002006000003","20060406","","01","영업/정상","13","영업중","","","","","","","100861","서울특별시 중구 충무로2가 65-9번지 ","서울특별시 중구 퇴계로 123  (충무로2가)","","인사이드시네마","20060406132621","I","2018-08-31 23:59:59.0","","198636.2503948      ","451005.721641592    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20060406",""
"3010000","CDFF4220002001000006","20011212","","01","영업/정상","13","영업중","","","","","3393-3500","","","서울특별시 중구 충무로4가 125-18 ","서울특별시 중구 퇴계로 212 (충무로4가)","04557","대한극장(3관)","20210423155112","U","2021-04-25 02:40:00.0","","199532.892103928    ","451004.636686214    ","영화상영관","","0","","","0","8","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20011212","상업지역"
"3010000","CDFF4220002001000007","20011212","","01","영업/정상","13","영업중","","","","","3393-3500","","","서울특별시 중구 충무로4가 125-18 ","서울특별시 중구 퇴계로 212 (충무로4가)","04557","대한극장(5관)","20210423155159","U","2021-04-25 02:40:00.0","","199532.892103928    ","451004.636686214    ","영화상영관","","0","","","0","8","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20011212","상업지역"
"3010000","CDFF4220002001000011","20011212","","01","영업/정상","13","영업중","","","","","3393-3500","","","서울특별시 중구 충무로4가 125-18 ","서울특별시 중구 퇴계로 212 (충무로4가)","04557","대한극장(10관)","20210423155248","U","2021-04-25 02:40:00.0","","199532.892103928    ","451004.636686214    ","영화상영관","","0","","","0","8","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20011212","상업지역"
"3010000","CDFF4220002001000002","20011224","","01","영업/정상","13","영업중","","","","","3783-5541","","","서울특별시 중구 명동2가 83-5 아바타빌딩 8층 ","서울특별시 중구 명동길 14 (명동2가아바타빌딩 8층)","","CGV 명동 3관","20210416201845","U","2021-04-18 02:40:00.0","","198418.741655644    ","451237.168596152    ","영화상영관","영화상영관","11","","","0","9","2","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20011224","상업지역"
"3010000","CDFF4220002001000003","20011224","","01","영업/정상","13","영업중","","","","","3783-5541","","","서울특별시 중구 명동2가 83-5 아바타빌딩 8층 ","서울특별시 중구 명동길 14 (명동2가아바타빌딩 8층)","","CGV 명동 4관","20210416201900","U","2021-04-18 02:40:00.0","","198418.741655644    ","451237.168596152    ","영화상영관","영화상영관","11","","","0","9","2","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20011224","상업지역"
"3010000","CDFF4220002003000002","20030520","","01","영업/정상","13","영업중","","","","","2236-2024","","100856","서울특별시 중구 장충동2가 201-6번지 ","서울특별시 중구 장충단로 72 (장충동2가)","","씨너스 이오이(EOE)4 남산자동차극장","20150206104419","I","2018-08-31 23:59:59.0","","200154.692915213    ","449919.627798891    ","영화상영관","영화상영관","1","","","0","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","자동차극장","","20030520","상업지역"
"3010000","CDFF4220002005000006","20050623","","01","영업/정상","13","영업중","","","","","3393-3500","","","서울특별시 중구 필동2가 19-1 ","서울특별시 중구 퇴계로 212 (필동2가)","","대한극장(9관)","20210423155314","U","2021-04-25 02:40:00.0","","199519.649768304    ","450977.250545081    ","영화상영관","영화상영관","9","","","0","8","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050623","상업지역"
